ID_Number,Name,Country,Sex,Title,WTitle,Other_Titles,Rating,Games,K_factor,Age_Birthday,Activity,date
876224,"Abbes, Rached",ITA,M,,,,1853,0,20,1979,,2015-07-01
3208494,"Abbott, Peter",AUS,M,,,,1990,0,20,1955,,2015-07-01
12201359,Abd alhafeez Mohamed Ahmed,SUD,M,,,,1855,0,20,1970,,2015-07-01
10600752,"Abd El Fatah, Reda Fadel",EGY,M,,,FI,2117,0,20,1957,,2015-07-01
812625,"Abd El Gawad, Shaban",ITA,M,,,,2101,0,20,1953,,2015-07-01
10628029,"Abd Elsalam, Mohamed",EGY,M,,,,1535,0,20,1980,,2015-07-01
5716381,"Abd Rahman, Mohd Idris",MAS,M,,,,1568,0,20,0000,,2015-07-01
2111080,"Abdalla, Luiz Guilherme Aurelli",BRA,M,FM,,,2343,0,20,1991,i,2015-07-01
10619640,"Abdalla, Sayed",EGY,M,,,,2099,0,20,1966,i,2015-07-01
10604308,"Abdallah, Ahmed",EGY,M,,,,2020,0,20,0000,,2015-07-01
9200312,"Abdallah, Khaled Elnami",LBA,M,,,IA,1817,0,20,1958,i,2015-07-01
10628649,"Abdallah, Mohamed Ahmed",EGY,M,,,,1880,2,20,1980,,2015-07-01
10603492,"Abdein, Saiied",EGY,M,,,,2048,0,20,1962,i,2015-07-01
10609474,"Abdel Aziem, Ahmed Fatehy",EGY,M,,,,2046,0,20,1983,i,2015-07-01
10612823,"Abdel Aziem, Aly Yusef",EGY,M,,,,1922,2,20,1987,,2015-07-01
10603417,"Abdel Aziz, Ahmed",EGY,M,,,,2080,0,20,1975,i,2015-07-01
10601317,"Abdel Aziz, Ehab",EGY,M,,,,2156,0,20,1967,i,2015-07-01
10618155,"Abdel Aziz, Khaled",EGY,M,,,,2068,0,20,1976,,2015-07-01
10604227,"Abdel Elah, Ahmed",EGY,M,,,,2093,0,20,1980,,2015-07-01
10612840,"Abdel Fatah, Mohamed Hamed",EGY,M,,,,2049,2,20,1988,,2015-07-01
10610782,"Abdel Ghany, Khaled",EGY,M,,,,2030,4,20,1977,,2015-07-01
10604863,"Abdel Hafeiz, Hassan",EGY,M,,,,1992,0,20,1966,,2015-07-01
10603107,"Abdel Hai, Hany",EGY,M,,,,2186,0,20,0000,,2015-07-01
10614168,"Abdel Hameid, Islam",EGY,M,,,,1730,0,20,1975,,2015-07-01
10633367,"Abdel Hamod, Zaki",EGY,M,,,,1794,3,20,1986,,2015-07-01
10632123,"Abdel Kader, Emad",EGY,M,,,,1764,0,20,1969,,2015-07-01
14204525,"Abdel Madjid, Dina",UZB,F,,,,1863,0,20,1999,wi,2015-07-01
10611312,"Abdel Megeid, Effat",EGY,M,,,,1842,0,20,1966,,2015-07-01
10622187,"Abdel Moaety, Mohamed",EGY,M,,,,2011,0,20,1993,,2015-07-01
10626808,"Abdel Mohsen, Mohamed",EGY,M,,,,1896,7,20,1957,,2015-07-01
10606238,"Abdel Mohsen, Tarek",EGY,M,,,,2026,8,20,1980,,2015-07-01
10606807,"Abdel Moneim, Hany",EGY,M,,,,1982,0,20,1989,,2015-07-01
10600361,"Abdel Moneim, Hosam M.",EGY,M,,,,1906,0,20,1994,,2015-07-01
10607897,"Abdel Moneim, Nabeil",EGY,M,,,,1852,0,20,1976,,2015-07-01
10627723,"Abdel Monem, Mohamed Ahmed",EGY,M,,,,2208,0,20,1979,i,2015-07-01
10605924,"Abdel Moniem, Mohamed",EGY,M,,,,2126,0,20,1981,i,2015-07-01
10601783,"Abdel Rahman, Alla",EGY,M,,,,2146,0,20,1959,,2015-07-01
10602011,"Abdel Razik, Ahmed",EGY,M,,,,2143,0,20,1972,,2015-07-01
10620818,"Abdel Razik, Islam",EGY,M,,,,1863,4,20,1975,,2015-07-01
10601104,"Abdel Razik, Khaled",EGY,M,IM,,,2383,0,20,1975,,2015-07-01
10606033,"Abdel Sattar, Magdy",EGY,M,,,,2005,0,20,1955,,2015-07-01
10614770,"Abdel Wahab , Ahmed M",EGY,M,,,,1722,0,20,1999,i,2015-07-01
10606025,"Abdel Wahed, Tarek",EGY,M,,,,2176,0,20,1976,,2015-07-01
7902034,"Abdelali, Abdallah",ALG,M,,,,1997,0,20,1984,,2015-07-01
7908156,"Abdelatif, Mounir",ALG,M,,,,1772,0,20,0000,i,2015-07-01
10603298,"Abdelaziz, Ahmed",EGY,M,,,,1974,0,20,1988,i,2015-07-01
10610529,"Abdelmenaem, Sohayla",EGY,F,WFM,WFM,,1737,0,20,1997,wi,2015-07-01
10603972,"Abdelmoniem, Hossam Hassan",EGY,M,,,,2046,0,20,1985,i,2015-07-01
10630635,"Abdelmotagally, Sadek",EGY,M,,,,1936,0,20,1973,,2015-07-01
10600035,"Abdelnabbi, Imed",EGY,M,IM,,FT,2418,0,20,1957,,2015-07-01
25030949,Abdhi Das,IND,F,,,,1422,0,20,2002,wi,2015-07-01
12568740,"Abdi, Abdelkrim",IRI,M,,,,1509,0,20,1954,,2015-07-01
12580376,"Abdi, Ali",IRI,M,,,,1510,0,20,2002,,2015-07-01
12502855,"Abdi, Amir",IRI,M,,,,1813,0,20,0000,,2015-07-01
2076829,"Abdi, Farzad",USA,M,,,,2001,0,20,1981,i,2015-07-01
7900880,"Abdi, Zineb Dina",ALG,F,WIM,WIM,,1912,0,20,1996,w,2015-07-01
13715437,"Abdikalikov, Kanat",KAZ,M,,,,1623,0,20,1950,i,2015-07-01
13701070,"Abdikasova, Panu",KAZ,F,,,,1882,8,20,1935,w,2015-07-01
14402394,"Abdil, Halil",BIH,M,FM,,,2276,0,20,1974,i,2015-07-01
14206323,"Abdisalimov, Abdimalik",UZB,M,,,,2039,9,20,2002,,2015-07-01
10629793,"Abdo, Fady",EGY,M,,,,1993,0,20,1991,,2015-07-01
10615180,"Abdo, Hany Elsayed",EGY,M,,,,1875,0,20,1975,,2015-07-01
10603530,"Abdou, Mohamed Hamdy",EGY,M,,,,2166,0,20,1978,i,2015-07-01
13708040,"Abdrakhmanov, Bolat",KAZ,M,,,,1890,0,20,1949,i,2015-07-01
24129240,"Abdrakhmanova, Sara",RUS,F,,,,1959,0,20,1992,wi,2015-07-01
13710257,"Abdrashev, Arlen",KAZ,M,,,,1837,0,20,2003,,2015-07-01
13710389,"Abduali, Samal",KAZ,F,,,,1561,0,20,2003,wi,2015-07-01
14203260,"Abduazimov, Abror",UZB,M,,,,1948,0,20,1976,,2015-07-01
14208440,"Abdukarimova, Hilola",UZB,F,,,,1701,0,20,2000,w,2015-07-01
14203669,"Abdukholikov, Fotikh",UZB,M,,,,1904,9,20,2001,,2015-07-01
10219285,"Abdul , Alam",BAN,M,,,,1819,0,20,1979,,2015-07-01
5719089,"Abdul Aziz, Mohd Syazli",MAS,M,,,,1695,0,20,1974,,2015-07-01
10624139,"Abdul Aziz, Nasser",EGY,M,,,,1710,0,20,0000,,2015-07-01
25024663,Abdul Hakkeem P M,IND,M,,,,1408,0,20,1954,i,2015-07-01
25016490,Abdul Hameed,IND,M,,,,1523,0,20,1953,i,2015-07-01
5714400,"Abdul Jalil, Syahril",MAS,M,,,,1562,0,20,0000,,2015-07-01
5060354,"Abdul Rahim, A S",IND,M,,,,1642,0,20,1955,i,2015-07-01
5024277,"Abdul Samad, Erumali",IND,M,,,,1373,0,20,1966,i,2015-07-01
10202749,"Abdul, Alim",BAN,M,,,,1772,4,20,0000,,2015-07-01
10215000,"Abdul, Mannan",BAN,M,,,,1639,0,20,0000,i,2015-07-01
10203672,"Abdul, Momin",BAN,M,,,,2059,6,20,1978,,2015-07-01
24539074,"Abdula Boisteanu, Cristina",ESP,F,,,,1169,6,20,2003,w,2015-07-01
4161912,"Abdulaev, Albert",RUS,M,,,,1982,7,20,1961,,2015-07-01
10623620,"Abdulaziz , Hossam Tawfeek",EGY,M,,,,1975,0,20,1979,,2015-07-01
9300260,"Abdulaziz, Abdulla",UAE,M,,,,1629,0,20,1996,,2015-07-01
5300401,"Abdulaziz, Mahmoud",LIB,M,CM,,IA,2067,0,20,1972,,2015-07-01
9310118,"Abdulghafoor, Rashed",UAE,M,,,,1542,0,20,0000,,2015-07-01
24171840,"Abdulina, Bella",RUS,F,,,,1719,0,20,1997,wi,2015-07-01
9301640,"Abdulkarim, Ali",UAE,M,,,,1992,0,20,1990,,2015-07-01
5058201,"Abdulkhader, A.",IND,M,,,,2004,0,20,1978,i,2015-07-01
9308393,Abdulla M Hamed AlNeyadi,UAE,M,,,,1498,8,20,2004,,2015-07-01
9302824,"Abdulla, Abdulwahab",UAE,M,,,,1932,0,20,1996,,2015-07-01
9301283,"Abdulla, Al Tahir",UAE,M,,,,1960,0,20,1987,,2015-07-01
9302328,"Abdulla, Al-Hamed",UAE,M,,,,1655,0,20,1999,i,2015-07-01
9302336,"Abdulla, Ali",UAE,M,,,,1719,0,20,1996,,2015-07-01
16700015,"Abdulla, Ibrahim",MDV,M,,,,1824,0,20,1937,i,2015-07-01
13401807,"Abdulla, Khayala",AZE,F,WIM,WIM,,2233,0,20,1993,wi,2015-07-01
9301216,"Abdulla, Mohamed Saleh",UAE,M,,,,1821,0,20,1996,i,2015-07-01
9306293,"Abdulla, Rashed",UAE,M,,,,1670,0,20,2000,,2015-07-01
9306307,"Abdulla, Shaeri",UAE,M,,,,1620,0,20,1998,,2015-07-01
34130362,"Abdullaev, Khamzat",RUS,M,,,,1816,2,20,1958,,2015-07-01
13401700,"Abdullaev, Mahish",AZE,M,,,,2308,0,20,1986,i,2015-07-01
14202484,"Abdullaev, Mumin",UZB,M,,,,1959,0,20,1974,i,2015-07-01
34165255,"Abdullaev, Valeri",RUS,M,,,,1730,0,20,2001,,2015-07-01
10217355,"Abdullah Al, Muhit",BAN,M,,,,1721,14,20,1999,,2015-07-01
9301550,"Abdullah, Al Hamed",UAE,M,,,,1667,0,20,1999,i,2015-07-01
10200290,"Abdullah, Al Hasan",BAN,M,,,,1584,4,20,0000,,2015-07-01
10203257,"Abdullah, Al-Saif",BAN,M,,,,2200,0,20,1997,,2015-07-01
8103330,"Abdullah, Aseel",JOR,F,,,,1493,0,20,1999,wi,2015-07-01
8103348,"Abdullah, Aya",JOR,F,,,,1572,0,20,1997,wi,2015-07-01
5716390,"Abdullah, Iskandar",MAS,M,,,,1738,0,20,0000,,2015-07-01
5704880,"Abdullah, Shahrin",MAS,M,,,,1822,0,20,1979,i,2015-07-01
13409123,"Abdullayev, Asaf",AZE,M,,,,1986,0,20,1961,i,2015-07-01
13403818,"Abdullayev, Shami",AZE,M,,,,2068,0,20,1994,,2015-07-01
34179779,"Abdullin, Fail",RUS,M,,,,1511,0,20,1979,,2015-07-01
44145683,"Abdullin, Farit",RUS,M,,,,1695,0,20,1939,,2015-07-01
34172936,"Abdullin, Ruslan",RUS,M,,,,1759,0,20,2001,,2015-07-01
44188552,"Abdullina, Aigul",RUS,F,,,,1382,0,20,1998,w,2015-07-01
13402714,"Abdulov, Orkhan",AZE,M,IM,,,2356,0,20,1988,i,2015-07-01
44164610,"Abdulov, Vladislav",RUS,M,,,,2061,0,20,1965,,2015-07-01
9308946,"Abdulrahim, Salem",UAE,M,,,,1305,0,20,0000,,2015-07-01
9202773,"Abdulsalam, Faraj",LBA,M,,,,1829,0,20,1958,,2015-07-01
4801849,"Abdulwahhab, Ahmed Abdulsattar A",IRQ,M,FM,,FI,2270,0,20,1975,,2015-07-01
4174860,"Abdulyazanov, Malik",RUS,M,FM,,,2313,0,20,1961,i,2015-07-01
13703544,"Abdumalik, Zhansaya",KAZ,F,WGM,WGM,,2263,0,20,2000,w,2015-07-01
14207656,"Abdumalikov, Abduzafar",UZB,M,,,,1571,0,20,2002,,2015-07-01
14115743,"Abdurafiev, Memet",UKR,M,,,,2124,0,20,1989,,2015-07-01
24139513,"Abdurahmanov, Afer",RUS,M,,,,1673,0,20,1961,i,2015-07-01
14138093,"Abdurakhmanov, Abdurakhman",UKR,M,,,,1878,11,20,1941,,2015-07-01
44103573,"Abduramanova, Lilia",RUS,F,,,,1529,0,20,1999,w,2015-07-01
1205846,"Abdurefi, Selciuc",ROU,M,,,,1701,0,20,1995,i,2015-07-01
4125657,"Abdurzukov, Khasbulat",RUS,M,,,,1954,13,20,1993,,2015-07-01
14204118,"Abdusattorov, Nodirbek",UZB,M,FM,,,2099,0,20,2004,,2015-07-01
14204126,"Abdusattorova, Bakhora",UZB,F,WFM,WFM,,1905,0,20,1999,w,2015-07-01
13800337,"Abdyjapar, Asyl",KGZ,M,IM,,,2444,0,20,1988,,2015-07-01
14610868,"Abe, Blaz",SLO,M,,,,1619,0,20,1995,i,2015-07-01
12507407,"Abed, Meisam",IRI,M,,,,2001,6,20,1986,,2015-07-01
12503312,"Abedi, Ali",IRI,M,,,,2211,0,20,1981,,2015-07-01
10207988,"Abedin, Md. Afanur",BAN,M,,,,1585,0,20,1984,,2015-07-01
10203338,"Abedin, Md. Jaynul",BAN,M,,,,1846,0,20,1976,i,2015-07-01
10200193,"Abedin, Zainal",BAN,M,,,,1881,6,20,1980,,2015-07-01
12564672,"Abedini, Hamid Reza",IRI,M,,,,1589,0,20,2001,i,2015-07-01
12506508,"Abedini, Morteza",IRI,M,,,,1992,0,20,1976,,2015-07-01
35010352,Abeer Nandrajog,IND,M,,,,1530,0,20,1995,i,2015-07-01
9302930,"Abeer, Ali",UAE,F,WCM,WCM,,1572,0,20,1996,w,2015-07-01
10602186,"Abel Naby, Ahmed",EGY,M,,,,1957,0,20,1963,,2015-07-01
701424,"Abel, Lajos",HUN,M,IM,,FA,2224,2,20,1944,,2015-07-01
14902346,"Abel, Peter",SVK,M,,,,2200,0,20,1970,,2015-07-01
4292650,"Abelakiotis, Stavros",GRE,M,,,,1538,0,20,2004,,2015-07-01
13711482,"Abeldinov, Zeinolla",KAZ,M,,,,1754,0,20,1946,,2015-07-01
5200970,"Abelgas, Roel",PHI,M,,,,2209,0,20,1980,i,2015-07-01
24123501,"Abelguzin, Dinar",RUS,M,,,,2032,0,20,2000,,2015-07-01
24188018,"Abelguzin, Rashit",RUS,M,,,,1815,0,20,2003,,2015-07-01
3405460,"Abello Farias, Javier",CHI,M,,,,2003,0,20,1974,,2015-07-01
346489,"Abelyan, Murad",CZE,M,,,,1697,0,20,1998,i,2015-07-01
2812045,"Abend, Ilay",ISR,M,,,,1871,5,20,2000,,2015-07-01
614890,"Abergel, Thal",FRA,M,GM,,,2411,0,20,1982,,2015-07-01
13701835,"Abeuov, M.",KAZ,M,,,,2140,0,20,0000,i,2015-07-01
9906169,"Abeyratne, Akila",SRI,M,,,,1543,0,20,1999,,2015-07-01
9926160,"Abeysinghe, H M H Janandani",SRI,F,,,,1404,0,20,2000,w,2015-07-01
9906860,"Abeywardana, Hasandi Yapa",SRI,F,,,,1205,0,20,2001,w,2015-07-01
9906185,"Abeywardana, N T",SRI,F,,,,1657,0,20,1994,w,2015-07-01
9903720,"Abeywickrama, Sachintha",SRI,M,,,,1694,0,20,1998,,2015-07-01
5020433,Abhijit Chutia,IND,M,,,,1753,0,20,1982,,2015-07-01
46664769,Abhijit Datta Prabhu,IND,M,,,,1200,0,20,2001,,2015-07-01
35062530,Abhijit Manohar,IND,M,,,,1707,0,20,1977,,2015-07-01
10211152,"Abhijit, Mondal",BAN,M,,,,1784,4,20,1993,,2015-07-01
25024973,Abhilash G,IND,M,,,,1444,0,20,1987,i,2015-07-01
5024668,"Abhilash, Reddy M.L.",IND,M,,,,2214,0,20,1996,,2015-07-01
35091255,Abhinandan Ganguly,IND,M,,,,1329,0,20,2002,,2015-07-01
35010379,Abhinav Chauhan,IND,M,,,,1427,0,20,2001,i,2015-07-01
46649417,Abhinav Ganti,IND,M,,,,1227,0,20,2004,,2015-07-01
25009087,Abhinav Poddar,IND,M,,,,1714,0,20,1995,i,2015-07-01
35011650,Abhinessh S,IND,M,,,,1618,0,20,2004,,2015-07-01
46664777,Abhishek Bhat,IND,M,,,,1634,0,20,1999,,2015-07-01
46640061,Abhishek Ganesan,IND,M,,,,1375,31,20,2001,,2015-07-01
46615210,"Abhishek Jain , Ananthkumar Jain",IND,M,,,,1199,0,20,1999,,2015-07-01
25092430,Abhishek R Patel,IND,M,,,,1432,0,20,1998,,2015-07-01
25078836,Abhishek S,IND,M,,,,1371,0,20,1998,i,2015-07-01
35048252,Abhishek T M,IND,M,,,,1333,0,20,2002,i,2015-07-01
5013348,"Abhishek, Das",IND,M,,,,2200,0,20,1987,,2015-07-01
5019257,"Abhishek, Kelkar",IND,M,,,,2272,5,20,1992,,2015-07-01
46638660,"Abhishek, Pradhan",IND,M,,,,1596,0,20,0000,i,2015-07-01
5093538,Abhrajit Das,IND,M,,,,1470,0,20,1998,i,2015-07-01
3910202,"Abiad Parra, Carlos Jose",VEN,M,,,,1924,0,20,1998,i,2015-07-01
25039938,Abid Ali Mujawar,IND,M,,,,1392,0,20,1999,i,2015-07-01
45005052,Abijit Mistry,IND,M,,,,1754,0,20,1982,,2015-07-01
10211616,"Abijit, Barua",BAN,M,,,,1751,0,20,0000,,2015-07-01
1403001,"Abildlund, Jens",DEN,M,,,,2179,0,20,1958,i,2015-07-01
2166089,"Abilhoa, Gustavo Auer",BRA,M,,,,1624,0,20,2002,,2015-07-01
34130370,"Abilov, Abdulgamit",RUS,M,,,,1983,0,20,1953,,2015-07-01
35098756,Abinand Baburaj V,IND,M,,,,1211,0,20,2003,,2015-07-01
35014234,"Abishek, R",IND,M,,,,1308,0,20,1999,i,2015-07-01
13405390,"Abishli, Oghuz",AZE,M,,,,1871,0,20,2000,,2015-07-01
13303406,"Abkarian, Suren",ARM,M,,,,1920,0,20,1959,i,2015-07-01
54126479,"Ablaeva, Emiliya",RUS,F,,,,1286,0,20,2007,w,2015-07-01
10611339,"Abo Ela, Sayed",EGY,M,,,,2081,0,20,1977,,2015-07-01
10612270,"Abo Elkheir, Ahmed",EGY,M,,,,1857,0,20,1969,,2015-07-01
10609520,"Abo Elkheir, Hany",EGY,M,,,,1768,0,20,1991,,2015-07-01
10624554,"Abo Elkheir, Wael Ahmed",EGY,M,,,,2055,0,20,1971,,2015-07-01
10600400,"Abo Nar, Mohamed",EGY,M,,,IA,2114,0,20,1961,i,2015-07-01
5211182,"Abo, Jumar",PHI,M,,,,2131,0,20,0000,,2015-07-01
11603232,"Abolina, Arija-solveiga",LAT,M,,,,1869,0,20,1936,i,2015-07-01
12200352,"Abood, Al Zubair",SUD,M,,,,2011,0,20,1978,,2015-07-01
9202005,"Aborezika, Mohamed",LBA,M,,,,2053,0,20,1985,,2015-07-01
4137272,"Abornev, Timofei",RUS,M,,,,1842,0,20,1996,i,2015-07-01
5303010,"Abou El Hussen, Amir",LIB,M,,,,1768,0,20,0000,,2015-07-01
10600078,"Abou El Zein, Eid Mahmoud",EGY,M,IM,,,2238,0,20,1952,i,2015-07-01
10615229,"Aboud, Essam",EGY,M,,,,1831,0,20,1968,i,2015-07-01
10600388,"Aboutail, Mohamed",EGY,M,,,,2121,0,20,1967,i,2015-07-01
4500210,"Abozenko, Georg",EST,M,,,,2050,7,20,1996,,2015-07-01
307149,"Abraham, Karel",CZE,M,,,,1810,0,20,1940,i,2015-07-01
728942,"Abraham, Lajos",HUN,M,,,,1775,7,20,1947,,2015-07-01
2606879,"Abrahams, Daniel",CAN,M,,,,2019,0,20,1987,,2015-07-01
1509039,"Abrahamsen, Knut O",NOR,M,,,,1855,0,20,1994,,2015-07-01
1716484,"Abrahamsson, Patrik",SWE,M,,,,1891,0,20,1975,,2015-07-01
13900609,"Abramciuc, Marius",MDA,M,,,,2081,0,20,1998,,2015-07-01
13505700,"Abramenko, Sergey",BLR,M,,,,2163,8,20,1989,,2015-07-01
44172737,"Abramenkov, Sergei",RUS,M,,,,1536,0,20,2007,,2015-07-01
4199928,"Abramjan, Larisa",RUS,F,,,,1871,0,20,1948,w,2015-07-01
4174089,"Abramov, Alexander",RUS,M,FM,,,2331,0,20,1984,,2015-07-01
34113921,"Abramov, Alexey",RUS,M,,,,1653,0,20,1999,,2015-07-01
4144970,"Abramov, Boris",RUS,M,IM,,,2126,0,20,1941,,2015-07-01
24197416,"Abramov, David",RUS,M,,,,1983,0,20,1946,i,2015-07-01
4169700,"Abramov, Igor",RUS,M,,,,1834,8,20,0000,,2015-07-01
34181200,"Abramov, Ilya",RUS,M,,,,1768,0,20,2003,,2015-07-01
24198951,"Abramov, Nikita",RUS,M,,,,2286,13,20,2001,,2015-07-01
34143120,"Abramov, Oleg",RUS,M,,,,2014,0,20,1969,,2015-07-01
4176065,"Abramov, Pavel",RUS,M,,,,2079,8,20,1983,,2015-07-01
24115690,"Abramov, Pavel Ivan.",RUS,M,,,,2263,8,20,1965,,2015-07-01
34148792,"Abramov, Pavel.",RUS,M,,,,1850,0,20,2000,,2015-07-01
34160695,"Abramov, Yury",RUS,M,,,,1656,0,20,1976,,2015-07-01
24104655,"Abramova, Yulia",RUS,F,,,,1907,0,20,1987,w,2015-07-01
900206,"Abramovic, Bosko",SRB,M,GM,,,2413,0,20,1951,,2015-07-01
918776,"Abramovic, Dragoljub",MNE,M,,,,2102,0,20,1958,,2015-07-01
971863,"Abramovic, Srdjan",SRB,M,,,,1764,4,20,1978,,2015-07-01
4155424,"Abramovich, Antuan",RUS,M,,,,1993,6,20,1968,,2015-07-01
1186167,"Abramowski, Arkadiusz",POL,M,,,,1641,0,20,1998,i,2015-07-01
14131951,"Abramyan, Artur",UKR,M,,,,1955,0,20,1995,i,2015-07-01
1909126,"Abrantes, Joao",POR,M,,,IA,1753,0,20,1953,i,2015-07-01
2139227,"Abrantes, Tiago Garrido",BRA,M,,,,2118,0,20,1977,i,2015-07-01
34103896,"Abrarov, Damir",RUS,M,,,,1708,0,20,1998,,2015-07-01
24184772,"Abrashkov, Vadim",RUS,M,,,,1550,6,20,2000,,2015-07-01
